FI_CODE,FI_BRANCH,FI_NAME_THAI,FI_NAME_ENG,OPEN_DATE
006,0192,สาขาถนนพระราม 4,RAMA 4  ROAD,25400516
006,0193,สาขาวงศ์สว่าง,WONG  SAWANG,25400502
006,0195,สาขารามคำแหง 129,RAMKHAMHAENG BRANCH,25400418
006,0196,สาขาพรานนก,PRANNOK,25400411
006,0197,สาขาเสรีไทย 47,SERI THAI 47 BRANCH,25400321
006,0198,สาขา สรงประภา,SRONG  PRAPA BRANCH,25400314
006,0199,สาขาลาดปลาเค้า 41,LADPLAKHAO 41,25400314
006,0201,สาขาฉะเชิงเทรา,CHACHOENGSAO,24991208
006,0202,สาขาบางปะกง,BANG  PAKONG,25200520
006,0203,สาขาพนมสารคาม,PHANOM  SARAKHAM,25200729
006,0204,สาขาจันทบุรี,CHANTHABURI,24990908
006,0205,สาขาขลุง,KHLUNG,25161109
006,0206,สาขาตราด,TRAD,25170215
006,0207,สาขาชลบุรี,CHON  BURI,24960426
006,0208,สาขาศรีราชา,SI  RACHA,24980724
006,0209,สาขาพนัสนิคม,PHANAT  NIKHOM,25090922
006,0210,สาขาบ้านบึง,BAN  BUNG,25161116
006,0211,สาขานครนายก,NAKHON  NAYOK,25060322
006,0212,สาขาบ้านนา,BAN  NA,25170322
006,0213,สาขาปราจีนบุรี,PRACHIN BURI,25090711
006,0214,สาขาอรัญประเทศ,ARANYAPRATHET,25170524
006,0215,สาขาสมุทรปราการ,SAMUT  PRAKAN,24980807
006,0216,สาขาพระประแดง,PHRA  PRADAENG,25170719
006,0217,สาขาบางปู,BANG  POO,25190607
006,0218,สาขาระยอง,RAYONG,25161207
006,0219,สาขาปากน้ำ,PAK  NAM,25241120
006,0220,สาขาวัฒนานคร,WATTHANA  NAKHON,25260610
006,0221,สาขาพัทยาใต้,,25261104
006,0222,สาขาบางคล้า,BANG  KHLA,25270608
006,0223,สาขาบ้านเพ,BAN  PHE,25280920
006,0224,สาขาแกลง,KLAENG,25300403
006,0225,สาขาถนนปู่เจ้าสมิงพราย,PUCHAO SAMING PHRAI  ROAD,25300731
006,0226,สาขาเทพารักษ์,TEPHARAK,25300817
006,0227,สาขาพัทยากลาง,,25300817
006,0228,สาขาบางปลาสร้อย,BANG  PLA  SOI,25300817
006,0229,สาขาถนนมหาจักรพรรดิ์,MAHACHAKAPAD  ROAD,25300817
006,0230,สาขาสัตหีบ,SATTAHIP BRANCH,25300817
006,0231,สาขาบางน้ำเปรี้ยว,BANG  NAM  PRIEO,25301120
006,0232,สาขาพลูตาหลวง,PLUTALUANG,25310715
006,0233,สาขากบินทร์บุรี,KABIN  BURI,25311104
006,0234,สาขามาบตาพุด,MABTAPUD,25320721
006,0235,สาขาท่าประดู่,THA  PRADU,25330706
006,0236,สาขาสระแก้ว,SRAKAEW,25330907
006,0237,สาขานายายอาม,NA  YAI  AM,25331012
006,0238,สาขาสนามชัยเขต,SANAM  CHAI  KHET,25340118
006,0239,สาขาโป่งน้ำร้อน,PONG NAM RON,25340215
006,0240,สาขาตาพระยา,TA  PHRAYA,25340308
006,0241,สาขาคลองใหญ่,KHLONG  YAI,25340712
006,0242,สาขาถนนตรีรัตน์,,25340920
006,0243,สาขาหนองมน,NONGMON,25341220
006,0244,สาขาโรงไฟฟ้าพลังงานความร้อนบางปะกง,BANGPAKONG,25330629
006,0245,สาขาแสนตุ้ง,SANTUNG,25350605
006,0246,สาขาบางครุ,BANG  KRU,25360820
006,0247,สาขาอ่าวอุดม,AO UDOM,25370325
006,0248,สาขาวังจันทร์,WANGCHAN,25370805
006,0249,สาขาบ้านฉาง,BAN CHANG,25380324
006,0250,สาขาสำโรง,SAMRONG,25410130
006,0251,สาขาหนองใหญ่,NONG  YAI,25380728
006,0252,สาขาสอยดาว,SOYDOW,25380804
006,0253,สาขาศรีนครินทร์ กม. 14,,25390823
006,0254,สาขาบางพลี,BANGPHLI,25391220
006,0256,สาขาลาดพร้าว 130/1,LADPRAO 13/1,25411101
006,0259,สาขาอุดมสุข,UDOMSUK,25411101
006,0260,สาขาถนนนางลิ้นจี่,NANGLINGEE  ROAD,25411101
006,0261,สาขามีนบุรี,MEENBURI,25411101
006,0264,สาขาปากเพรียว,PAKPREAW,25411101
006,0265,สาขาตลาดหัวรอ,TALAD  HUA  RAW,25411101
006,0268,สาขาถนนศรีสมุทร,SRISAMUT  ROAD,25411101
006,0269,สาขาถนนพานิช,PANICH  ROAD,25411101
006,0270,สาขาถนนเจตน์จำนง,JADJAMNONG  ROAD,25411101
006,0271,สาขาถนนศรีรองเมือง,SRIRONGMUENG  ROAD,25411101
006,0272,สาขาพลิ้ว,PLEAW,25411101
006,0273,สาขาตลาดศรีราชา,TALADSRIRAJA,25411101
006,0277,สาขาท่าเรือแหลมฉบัง,LAEMCHABANG,25411101
006,0284,สาขาถนนธานี,THANI  ROAD BRANCH,25411101
006,0285,สาขาภูเขียว,PU KEAW,25411101
006,0287,สาขาสี่แยกกิโลศูนย์,SIYAEK KILOSOON BRANCH,25411101
006,0288,สาขาคูเมือง,KUMUENG BRANCH,25411101
006,0289,สาขาบ้านแท่น,BANTANT BRANCH,25411101
006,0292,สาขาถนนอุดรดุษฎี,UDONDUSADEE  ROAD,25411101
006,0293,สาขาตลาดหายโศรก,TALAD HAISOKE,25411101
006,0296,สาขาศรีนครพิงค์,SRI NAKORN PINK,25411101
006,0297,สาขาถนนศรีอุตรา,SI  UTRA  ROAD,25411101
006,0301,สาขานครราชสีมา,NAKHON  RATCHASIMA,25010626
006,0302,สาขาบัวใหญ่,BUA  YAI,25010929
006,0303,สาขาปากช่อง,PAK  CHONG,25100717
006,0304,สาขาปักธงชัย,PAK THONG CHAI,25171115
006,0305,สาขาด่านขุนทด,DAN  KHUN  THOT,25200708
006,0306,สาขาถนนมิตรภาพ,MITRAPHAP  ROAD,25210721
006,0307,สาขาชัยภูมิ,CHAIYAPHUM,25011129
006,0308,สาขาบุรีรัมย์,BURI  RAM,25090725
006,0309,สาขาลำปลายมาศ,LAM  PLAIMAT,25161102
006,0310,สาขาสุรินทร์,SURIN,24990128
006,0311,สาขาศรีสะเกษ,SI  SA  KET,25090822
006,0312,สาขากันทรลักษ์,KANTHARALAK,25200902
006,0313,สาขาอุบลราชธานี,UBON  RATCHATHANI,25010922
006,0314,สาขาวารินชำราบ,WARIN  CHAMRAP,25201209
006,0315,สาขายโสธร,YASOTHON,25161214
006,0316,สาขาประโคนชัย,PRAKHON  CHAI,25250528
006,0317,สาขาเดชอุดม,DET  UDOM,25260225
006,0318,สาขาบำเหน็จณรงค์,BUMNET  NARONG,25270330
006,0319,สาขาอำนาจเจริญ,AMNAT  CHAROEN,25300220
006,0320,สาขาจอมพระ,CHOM  PHRA,25300703
006,0321,สาขาถนนชยางกูร,CHAYANGKUL  ROAD,25300828
006,0322,สาขาถนนสรรพสิทธิ์,SAPPASIT  ROAD,25300817
006,0323,สาขาถนนโพธิ์กลาง,PHOKLANG  ROAD,25300817
006,0324,สาขากระสัง,KRASANG,25310805
006,0325,สาขาเลิงนกทา,LOENG  NOKTHA,25320804
006,0326,สาขาขุนหาญ,KHUN  HAN,25330119
006,0327,สาขาสีคิ้ว,SI  KHIU,25330518
006,0329,สาขาปราสาท,PRASAT,25330727
006,0330,สาขาสตึก,SATUK,25330803
006,0331,สาขาศีขรภูมิ,SI  KHORAPHUM,25340322
006,0332,สาขาอุทุมพรพิสัย,UTHUMPHON  PHISAI,25340524
006,0333,สาขาบุณฑริก,BUNTHARIK,25340614
006,0334,สาขาพุทไธสง,PHUTTHAISONG,25340719
006,0335,สาขาหนองบัวระเหว,NONG  BUA  RAWE BRANCH,25341227
006,0336,สาขากุดชุม,KUT  CHUM,25350515
006,0337,สาขา ถนนช้างเผือก นครราชสีมา,CHANGPUAK ROAD NAKHONRATCHASIMA BRANCH,25350918
006,0338,สาขาโขงเจียม,KHONG  CHIAM,25400224
006,0339,สาขาวังน้ำเขียว,WANG  NUM  KHIEO BRANCH,25360603
006,0340,สาขาประทาย,PRA  THAI,25360709
006,0341,สาขาจอหอ,JUA  HUA,25400224
006,0342,สาขาถนนหฤทัย,HARUETHAI  ROAD BRANCH,25371118
006,0343,สาขาถนนเทพา,TEPHA  ROAD BRANCH,25391011
006,0344,สาขาโชคชัย,CHOK  CHAI,25400502
006,0345,สาขาถนนอุปราช,AUPPARAJ  ROAD,25410626
006,0347,สาขาชากังราว,CHAKANGRAO,25411101
006,0353,สาขาพระปฐมเจดีย์,PRAPATOMJEDEE,25411101
006,0354,สาขาถนนแสงชูโต,SAENGCHUTO  ROAD,25411101
006,0356,สาขาถนนไกรเพชร,KRAIPHET  ROAD,25411101
006,0357,สาขาตลาดมหาชัย,,25411101
006,0359,สาขาศูนย์ราชการสุพรรณบุรี,SUPHAN BURI GOVERNMENT CENTRE,25411101
006,0361,สาขาถนนเรืองราษฎร์,RUENGRAJ  ROAD,25411101
006,0362,สาขาถนนตลาดใหม่,TALAD  MAI  ROAD BRANCH,25411101
006,0363,สาขาท่าวัง,THAWANG,25411101
006,0368,สาขาหาดใหญ่ใน,HAD YAI NAI,25411101
006,0369,สาขาสะเดา,SADAO,25411101
006,0370,สาขาถนนสุขยางค์,SUKYANG  ROAD,25411101
006,0372,สาขาตลาดเมืองตรัง,TALAD  MUENGTRANG,25411101
006,0373,สาขานางรอง,,25420219
006,0374,สาขาสามแยกปักธงชัย,,25420521
006,0375,สาขาแม่โจ้,,25420709
006,0376,สาขาสามแยกอ่างศิลา,,25420716
006,0377,สาขาถนนเทพกระษัตรี,,25421015
006,0378,สาขา ท่าอากาศยานกรุงเทพ,BANGKOK  AIRPORT BRANCH,25421105
006,0379,สาขา สหกรณ์สุราษฎร์ธานี,,25431127
006,0380,สาขาถนนวิชาเยนทร์,,25431222
006,0381,สาขาถนนนครนอก,,25431222
006,0382,สาขาถนนหลักเมือง,,25431222
006,0383,สาขา กระทรวงแรงงาน,,25440112
006,0384,สาขา การท่าเรือแห่งประเทศไทย,,25450401
006,0385,สาขา กระทรวงพาณิชย์,MINISTRU OF COMMERCE BRANCH,25450920
006,0386,สาขาแหลมทอง บางแสน,LAEMTONG BANGSEAN BRANCH,25451018
006,0387,สาขา การท่องเที่ยวแห่งประเทศไทย,,25461010
006,0388,สาขาถลาง (ถล.),KRUNG THAI BANK PUBLIC COMPANY LIMITED TALANG BRANCH (TAL),25471112
006,0389,สาขาศาลากลางจังหวัดนครศรีธรรมราช,NAKORN SRI THAMMARAT CITY HALL BRANCH,25480715
006,0390,สาขา บิ๊กซี นครปฐม,BIG C NAKHONPHATHOM BRANCH,25480418
006,0391,สาขาศูนย์การค้าอยุธยาพาร์ค,AYUTTHAYAPARK SHOPPING COMPLEX BRANCH,25480506
006,0392,สาขากาฬสินธุ์พลาซ่า,KALASINPLAZA,25480509
006,0393,สาขามหาวิทยาลัยอุบลราชธานี,UBONRATCHATHANI UNIVERSITY BRANCH,25480610
006,0394,สาขาตลาดฉัตรไชย (หัวหิน),Talad Chat-Chai (Hua Hin) Branch,25480613
006,0395,สาขาบางโพ,BANGPO BRANCH,25480613
006,0396,สาขาพระราม 3 - ซอย 7,PRARAM 3 - SOI 7,25480617
006,0397,สาขาตลาดหนามแดง,TALAD NHAMDAENG BRANCH,25480624
006,0398,สาขา เดอะมอลล์ นครราชสีมา,THE MALL NAKONRATCHASIMA BRANCH,25480826
006,0399,สาขาเทสโก้โลตัส บางใหญ่,TESCO LOTUS BANGYAI BRANCH,25480805
006,0401,สาขาอุดรธานี,UDON  THANI,25011201
006,0402,สาขาหนองบัวลำภู,NONG  BUA  LUMPHU,25200923
006,0403,สาขาเลย,LOEI,25100616
006,0404,สาขากาฬสินธุ์,KALASIN,25060426
006,0405,สาขาขอนแก่น,KHON  KAEN,25010825
006,0406,สาขาบ้านไผ่,BAN  PHAI,25041204
006,0407,สาขาชุมแพ,CHUM  PHAE,25091028
006,0408,สาขานครพนม,NAKHON  PHANOM,25010903
006,0409,สาขามหาสารคาม,MAHA  SARAKHAM,25060422
006,0410,สาขาโกสุมพิสัย,KOSUM  PHISAI,25200624
006,0411,สาขาร้อยเอ็ด,ROI-ET,25011226
006,0412,สาขาสกลนคร,SAKON  NAKHON,25011020
006,0413,สาขาหนองคาย,NONG  KHAI,25000823
006,0414,สาขาสุวรรณภูมิ,SUWANNAPHUM,25250429
006,0415,สาขากระนวน,KRANUAN,25250514
006,0416,สาขากุฉินารายณ์,KUCHINARAI,25260422
006,0417,สาขาบรบือ,BORABU,25260429
006,0418,สาขากุมภวาปี,KUMPHAWAPI,25260527
006,0419,สาขาพังโคน,PHANG  KHON,25260930
006,0420,สาขามุกดาหาร,MUKDAHAN,25261028
006,0421,สาขานาแก,NAKAE,25300619
006,0422,สาขาเมืองพล,MUANG  PHON,25300807
006,0423,สาขาพยัคฆภูมิพิสัย,PHAYAKKAPHUMPHISAI,25300814
006,0424,สาขาถนนมะลิวัลย์,MALIWAL  ROAD,25300821
006,0425,สาขาประตูเมือง,PRATUMUANG,25300817
006,0427,สาขานิคมคำสร้อย,NIKHOM  KHAM  SOI,25320623
006,0428,สาขาหนองเรือ,NONG  RUA,25330309
006,0429,สาขาเสลภูมิ,SELAPHUM,25330427
006,0430,สาขาเซกา,SEKA,25330615
006,0431,สาขาบ้านผือ,BAN  PHU,25330706
006,0432,สาขาศรีเชียงใหม่,SI  CHIANG  MAI,25330810
006,0433,สาขาด่านซ้าย,DAN  SAI,25330824
006,0434,สาขาอุบลรัตน์,UBOL  RATANA,25340125
006,0435,สาขาเรณูนคร,RANU  NAKHON,25340208
006,0436,สาขาคำชะอี,KHAMCHA-I,25340405
006,0437,สาขาศรีจันทร์,SI  CHAN,25340816
006,0438,สาขา มอดินแดง ขอนแก่น,MORDINDAENG KHONKAEN BRANCH,25331214
006,0439,สาขาหนองพอก,NONG  PHOK,25350327
006,0440,สาขาสว่างแดนดิน,SAWANG  DAEN  DIN,25350619
006,0441,สาขาท่าบ่อ,THA  BO,25360212
006,0442,สาขาเจริญเมือง,CHAROENMUANG,25371021
006,0443,สาขา เซ็นทรัลพลาซา อุดรธานี,CENTRAK PLAZA UDON BRANCH,25400224
006,0444,สาขาอากาศอำนวย,AKAT  AMNUAI,25380428
006,0445,สาขาถนนกลางเมือง,KLANGMUANG  ROAD,25410130
006,0446,สาขาหนองกุงศรี,NONG  KUNG  SI,25390223
006,0447,สาขาบึงกาฬ,BUNG  KAN,25390503
006,0448,สาขาบึงพลาญชัย,BUNG  PLANCHAI BRANCH,25391206
006,0450,สาขาถนนหมากแข้ง,MARKKAENG  ROAD,25410807
006,0451,สาขาบึงสามพัน,BUENG SAM PHAN,25480822
006,0452,สาขา ยิงเจริญ ปาร์ค,YINGCHAROEN PARK BRANCH,25480824
006,0453,สาขาเชียงของ,CHIANG KHONG,25480902
006,0454,สาขา สวนอุตสาหกรรมสหพัฒน์,SAHAPAT INDUSTRIAL PARK BRANCH,25480909
006,0455,สาขา ศูนย์การค้ากาดสวนแก้ว,KAD SUAN KAEW SHOPPING CENTER BRANCH,25480913
006,0456,สาขา มหาวิทยาลัยเชียงใหม่,CHIANGMAI UNIVERSITY BRANCH,25480914
006,0457,สาขา จังโหลน,CHUNG LOON BRANCH,25481014
006,0458,สาขา ถนนเคหะร่มเกล้า,THANON KHEHA ROMKLAO BRANCH,25481007
006,0459,สาขาศาลายา,SALAYA BRANCH,25481027
006,0460,สาขา หนองจอก,NONGCHOK BRANCH,25481116
006,0461,สาขา นิคมอุตสาหกรรมอมตะนคร,AMATAN NAKORN INDUSTRIAL ESTATE BRANCH,25481104
006,0462,สาขา พาลาเดียม เวิลด์ ช้อปปิ้ง (ประตูน้ำ),PALLADIUM WORLD SHOPPING (PRATUNAM) BRANCH,25481107
006,0463,สาขา พุทธมณฑลสาย 5,PHUTHAMONTHON SAI 5 BRANCH,25481125
006,0464,สาขา ถนนพระยาสัจจา,PRAYASATJA ROAD BRANCH,25481111
006,0465,สาขา ถนนประชาอุทิศ (ทุ่งครุ),PRACHAUTIS ROAD (TOONGKRU) BRANCH,25481202
006,0466,สาขา หลักสี่,LAKSI BRANCH,25481118
006,0467,สาขาฟิวเจอร์พาร์ค รังสิต,FUTURE PARK RANGSIT BRANCH,25481118
006,0468,สาขาเขตอุตสาหกรรม 304 (คลองรั้ง),34 INDUSTRIAL PARK (KHLONG RANG) BRANCH,25481118
006,0469,สาขาถนนแพรกษา,THANON PHRAEKSA BRANCH,25481121
006,0471,สาขาเมืองใหม่บางพลี,MUEANG MAI BANGPHLI BRANCH,25481219
006,0473,สาขา ราชวัตร,RAJCHAWAT BRANCH,25481226
006,0474,สาขา เฉวง,CHAWENG BRANCH,25481228
006,0475,สาขา มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต,THAMMASAT UNIVERSITY RANGSIT CENTER BRANCH,25481216
006,0476,สาขา ห้าแยกมหาวิทยาลัยมหาสารคาม,HAYAEK MAHASARAKHAM UNIVERSITY BRANCH,25481228
006,0477,สาขาบิ๊กซี ลาดพร้าว 2,BIG C LADPRAO 2 BRANCH,25490129
006,0478,สาขา ไอที สแควร์ หลักสี่,IT SQUARE LAKSI BRANCH,25481225
006,0479,สาขา ถนนกาญจนาภิเษก (บางแวก),TANON KANCHANA PHISEK (BANGWAEK) BRANCH,25481227
006,0480,สาขา รังสิต-นครนายก คลอง 6,RUNGSIT - NAKHONNAYOK  KLONG 6 BRANCH,25481226
006,0481,สาขา เซ็นจูรี่,CENTURY BRANCH,25481226
006,0484,สาขา เทสโก้โลตัสจันทบุรี,TESCO LOTUS CHANTABURI BRANCH,25490120
006,0485,สาขา โคลีเซี่ยม ซีนีเพล็กซ์ ยะลา,COLISEUM CINEPLEX YALA BRANCH,25490125
006,0486,สาขา เวียงสระ,WIENGSA BRANCH,25490127
006,0487,สาขา โรบินสัน โอเชี่ยน นครศรีธรรมราช,ROBINSON OCEAN NAKHON SI THAMMARAT BRANCH,25490217
006,0488,สาขา แฟชั่นไอส์แลนด์,FASHION ISLAND BRANCH,25490220
006,0489,สาขา หัวหิน มาร์เก็ต วิลเลจ,HUA HIN MARKET VILLAGE BRANCH,25490304
006,0490,สาขา นิคมอุตสาหกรรมสยามอีสเทิร์น,SIAM EASTERN INDUSTRIAL BRANCH,25490526
006,0491,สาขา อัมพวัน,AMPAWAN BRANCH,25490602
006,0493,สาขา เดอะมอลล์ งามวงศ์วาน,THE MALL NGAMWONGWAN BRANCH,25490616
006,0494,สาขา เซ็นทรัล เฟสติวัล ภูเก็ต,CENTRAL FESTIVAL PHUKET BRANCH,25490623
006,0495,สาขา บิ๊กซี สมุทรปราการ,BIG C SUMUTPRAKAN BRANCH,25490703
006,0496,สาขา อัศวรรณ คอมเพล็กซ์ หนองคาย,ASAWANN COMPLEX NONGKHAI BRANCH,25490629
006,0497,สาขา เซ็นทรัล แอร์พอร์ต เชียงใหม่,CENTRAL AIRPORT  CHIANGMAI BRANCH,25490707
006,0498,สาขา บิ๊กซี แพร่,BIG C PHRAE BRANCH,25490721
006,0499,สาขา ถนนวัชรพล,THANON WATCHARAPHOL BRANCH,25490807
006,0500,สาขาแม่เมาะ,MAE  MO,25350901
006,0501,สาขาท่าแพ,THA  PAE,25090620
006,0502,สาขาสันป่าข่อย,SAN  PA  KHOI,25210707
006,0503,สาขาลำปาง,LAM  PANG,25090624
006,0504,สาขาเชียงราย,CHIANG  RAI,25101215
006,0505,สาขาแม่สาย,MAE  SAI,25160615
006,0506,สาขาแพร่,PHRAE,25100807
006,0507,สาขาน่าน,NAN,25100929
006,0508,สาขาแม่ฮ่องสอน,MAE  HONG  SON,25101020
006,0509,สาขาแม่สะเรียง,MAE  SARIANG,25100922
006,0510,สาขาอุตรดิตถ์,UTTARADIT,25000107
006,0511,สาขาลำพูน,LAMPHUN,25130209
006,0512,สาขาพะเยา,PHAYAO,25220720
006,0513,สาขาลอง,LONG,25240924
006,0514,สาขาบ้านโฮ่ง,BAN  HONG,25250423
006,0515,สาขาแม่ริม,MAE  RIM,25250506
006,0516,สาขาเชียงดาว,CHIANG  DAO,25250521
006,0517,สาขาพิชัย,PHICHAI,25250924
006,0518,สาขาเถิน,THOEN,25300417
006,0519,สาขาสันกำแพง,SUN  KUMPHAENG,25300605
006,0520,สาขาเชียงใหม่,CHIANG  MAI,25300817
006,0521,สาขาถนนสุเทพ,SUTHEP  ROAD,25300911
006,0522,สาขาพาน,PHAN,25311209
006,0523,สาขาปง,PONG,25320317
006,0524,สาขาสันป่าตอง,SANPATONG,25320331
006,0525,สาขาปาย,PAI,25320428
006,0526,สาขาจอมทอง,CHOM  THONG,25330316
006,0527,สาขา ตรอน,TRON BRANCH,25330420
006,0528,สาขาแม่ทะ,MAE  THA,25330504
006,0529,สาขาขุนยวม,KHUN  YUAM,25330608
006,0530,สาขาวังเหนือ,WANG  NUA,25330720
006,0531,สาขาแม่ทา,MAE  THAR,25330817
006,0532,สาขาฝาง,FANG,25330907
006,0533,สาขาถนนช้างคลาน,CHANGKLAN  ROAD,25330921
006,0534,สาขาเชียงคำ,CHIANG  KHAM,25331019
006,0535,สาขาแม่จัน,MAE  CHAN,25331123
006,0536,สาขาประตูชัย,PRATUCHAI,25340906
006,0537,สาขาน้ำปาด,NAM  PAT,25350327
006,0538,สาขาหางดง,HANG  DONG,25350814
006,0539,สาขาห้าแยกพ่อขุนเม็งราย,HAYAEK   PHOKHUN  MENGRAI,25351127
006,0540,สาขาพระสิงห์,PHRA  SING,25410130
006,0541,สาขาดอกคำใต้,DOK  KHAM  TAI,25360312
006,0542,สาขานิคมอุตสาหกรรมลำพูน,LUMPHUN  INDUSTRIAL ESTATE,25360402
006,0545,สาขาไชยปราการ,CHAIPRAKARN,25401001
006,0546,สาขาเชียงแสน,CHIANG  SAEN,25380908
006,0547,สาขาข่วงสิงห์,KHUANG  SING,25381201
006,0548,สาขาสี่แยกหนองหอย,,25391122
006,0549,สาขาถนนห้วยแก้ว,HUAI  KAEW  ROAD,25391206
006,0552,สาขาเขลางค์นคร,,25400912
006,0553,สาขาบ่อสร้าง,BO  SANG,25401017
006,0554,สาขาสี่แยกสนามบินเชียงใหม่,,25411002
006,0567,สาขา ตลาดวงศกร,TALAD WONGSAKORN BRANCH,25490815
006,0568,สาขา อาคารซอฟต์แวร์ปาร์ค,SOFTWAREPARK BUILDING BRANCH,25490728
006,0569,สาขา รามคำแหง 65 (อาคารเอฟบีที),RAMKHAMHAENG (FBT BUILDING) BRANCH,25490811
006,0570,สาขา เอ็น มาร์ค พลาซ่า,N MARK PLAZA BRANCH,25490825
006,0571,สาขา ไฮมอลล์ สามเสน,HI MALL SAMSEN BRANCH,25490904
006,0572,สาขา เกาะช้าง,KO CHANG BRANCH,25490907
006,0573,สาขา วี-สแควร์ (บิ๊กซี) นครสวรรค์,V-SQUARE (BIG C) NAKHON SAWAN BRANCH,25490908
006,0574,สาขาศูนย์ปฏิบัติการ บมจ.การบินไทย,,25490928
006,0576,สาขา ศูนย์การขนส่งสาธารณะท่าอากาศยานสุวรรณภูมิ,TRANSPORTATION CENTER SUVARNABHUMI AIRPORT BRANCH,25490928
006,0577,สาขา สำนักงานท่าอากาศยานสุวรรณภูมิ,AIRPORT OPERATING BUILDING BRANCH,25490928
006,0578,สาขา อาคารปลอดอากรท่าอากาศยานสุวรรณภูมิ,FREE ZONE BUILDING SUVARNABHUMI AIRPORT BRANCH,25490928
006,0579,สาขา สำนักงาน ก.พ.,OFFICE OF CIVIL SERVICE COMISSION BRANCH,25491006
006,0591,สาขา พัทยา(ถนนสุขุมวิท),PATTAYA (SUKUMVIT ROAD) BRANCH,25491009
006,0592,สาขา บางละมุง (ตลาดนาเกลือ),BANGLAMUNG(TALAD NAKLUA) BRANCH,25491013
006,0593,สาขา บ่อวิน (ถนนสาย 331),BORWIN (331 road) BRANCH,25491020
006,0594,สาขา ถนนร่มเกล้า (หมู่บ้านปรีชา),THANONROMKLAO (MOO BAAN PREECHA) BRANCH,25491026
006,0595,สาขา บิ๊กซี เชียงราย,BIG C CHANGRAI BRANCH,25491020
006,0596,สาขา เพชรเกษม 81,PHETKASEM 81 BRANCH,25491027
006,0597,สาขาศูนย์การค้าเสรีเซ็นเตอร์,SERI CENTER BRANCH,25491101
006,0598,สาขา เดอะมอลล์ บางแค,THE MALL BANGKAE BRANCH,25491103
006,0600,สาขา เทสโก้โลตัสอุตรดิตถ์,TESCO LOTUS UTTARADIT BRANCH,25491110
006,0601,สาขาพิษณุโลก,PHITSANULOK,24970126
006,0602,สาขาวังทอง,WANG  THONG,25201021
006,0603,สาขาตาก,TAK,25011118
006,0604,สาขาแม่สอด,MAE  SOT,25140809
006,0605,สาขานครสวรรค์,NAKHON  SAWAN,24890516
006,0606,สาขาลาดยาว,LAT  YAO,25170315
006,0607,สาขาตาคลี,TAKHLI,25011027
006,0608,สาขาชุมแสง,CHUMSAENG,25000405
006,0609,สาขาพยุหะคีรี,PHAYUHA  KHIRI,25201216
006,0610,สาขาพิจิตร,PHICHIT,25090614
006,0611,สาขาตะพานหิน,TAPHAN  HIN,24960426
006,0612,สาขาทับคล้อ,THAP  KLO,25161123
006,0613,สาขาบางมูลนาก,BANG  MUN  NAK,24970911
006,0614,สาขาเพชรบูรณ์,PHETCHABUN,25091111
006,0615,สาขาหล่มสัก,LOM  SAK,25010610
006,0616,สาขาสุโขทัย,SUKHOTHAI,25011114
006,0617,สาขาสวรรคโลก,SAWANKHALOK,25011230
006,0618,สาขาศรีสำโรง,SI  SAMRONG,25200429
006,0619,สาขาอุทัยธานี,UTHAI  THANI,25000325
006,0620,สาขากำแพงเพชร,KAMPHAENG  PHET,25120529
006,0621,สาขาคลองขลุง,KLONG  KHLUNG,25201223
006,0622,สาขาศรีนคร,SI  NAKHON,25210120
006,0623,สาขาชนแดน,CHON  DAEN,25210815
006,0624,สาขาบางระกำ,BANG  RAKAM,25240918
006,0625,สาขาโพทะเล,PHO  THALE,25250618
006,0626,สาขาตากฟ้า,TAK  FA,25260218
006,0627,สาขาสลกบาตร,SALOKBAT,25260318
006,0628,สาขาปากน้ำโพ,PAK  NAM  PHO,25260401
006,0629,สาขาวิเชียรบุรี,WICHIAN  BURI,25260603
006,0630,สาขานครไทย,NAKHON  THAI,25271212
006,0631,สาขาบรรพตพิสัย,BANPHOT  PHISAI,25280524
006,0632,สาขาห้าแยกโคกมะตูม,HAYAEK  KHOKMATOOM,25291107
006,0633,สาขาถนนสวรรค์วิถี,SAWANVITI  ROAD,25300817
006,0634,สาขาลานกระบือ,LAN  KRABU,25330309
006,0635,สาขากงไกรลาศ,KONG  KRAILAT,25330405
006,0636,สาขาสากเหล็ก,SAK  LEG,25330420
006,0637,สาขาพรหมพิราม,PHROM  PHIRAM,25350724
006,0638,สาขาขาณุวรลักษบุรี,KHANU  WORALAKSABURI,25401001
006,0639,สาขาสว่างอารมณ์,SAWANG  AROM,25380818
006,0641,สาขาหนองไผ่,NONG  PHAI,25400321
006,0642,สาขาถนนมาตุลี,MATULI  ROAD,25400620
006,0643,สาขาถนนเพชรเจริญ,,25400829
006,0644,สาขาถนนสิงหวัฒน์,,25400919
006,0682,สาขา โกรกกราก,KROK KRAK BRANCH,25491117
006,0683,สาขา ตลาดรวมใจ (เมืองทองธานี),TALAD RUAMJAI (MUANG THONG THANI) BRANCH,25491124
006,0684,สาขา โรบินสัน จันทบุรี,ROBINSON CHANTHABURI BRANCH,25491208
006,0685,สาขา จังซีลอน ป่าตอง ภูเก็ต,JUNGCEYLON PATONG PHUKET BRANCH,25491222
006,0686,สาขาบิ๊กซี เอ็กซ์ตร้า หาดใหญ่,BIG C EXTRA HATYAI,25491218
006,0687,สาขาบางรัก,BANG RAK BRANCH,25491222
